4.38	2.58	1.86	2.33	2.60	1.84	4.16	3.96	3.78	3.53	1.76	3.20	3.19	2.74	0.00	2.29	1.17	1.50	3.77	4.12	2.49	3.28	2.99	1.97	2.77	2.64	3.21	4.14	4.13	3.34	2.59
5.65	3.78	2.82	3.53	2.55	2.62	3.65	3.36	3.18	3.45	3.62	3.23	3.16	2.82	2.28	0.00	2.13	0.92	1.61	5.40	3.45	4.56	4.27	3.29	3.93	3.83	4.40	5.33	5.32	4.53	3.55
3.52	1.65	0.69	1.40	2.54	1.88	3.43	3.27	3.64	3.39	1.75	3.12	3.05	2.70	1.70	2.00	0.00	1.21	3.48	3.27	1.32	2.43	2.14	1.16	1.80	1.70	2.27	3.20	3.19	2.40	1.42
4.73	2.86	1.90	2.61	1.74	1.70	3.31	3.02	2.84	2.59	2.70	2.31	2.24	1.90	1.36	0.79	1.21	0.00	2.27	4.48	2.53	3.64	3.35	2.37	3.01	2.92	3.48	4.42	4.41	3.61	2.63
6.96	3.80	4.13	3.87	2.54	3.11	2.73	2.44	2.26	2.01	3.13	1.74	1.59	1.44	2.82	2.51	3.44	2.46	0.00	6.67	4.75	5.87	5.58	4.60	5.24	4.21	4.42	5.36	5.35	4.90	4.86
3.58	3.49	2.59	3.24	4.65	3.98	5.27	5.11	5.66	5.41	3.59	5.02	5.13	4.81	3.81	4.11	2.11	3.32	5.58	0.00	1.07	2.49	2.19	2.60	1.85	2.43	3.18	3.64	4.42	2.78	1.59
4.33	2.42	1.52	2.17	3.58	2.91	4.20	4.04	4.59	4.34	2.52	3.95	4.06	3.74	2.74	3.04	1.03	2.25	4.51	4.08	0.00	3.24	2.95	1.93	2.63	2.47	3.04	3.97	3.96	3.17	2.25
1.09	2.83	2.99	3.44	4.97	4.21	4.57	4.41	4.96	5.06	3.79	5.23	5.34	5.11	4.60	4.90	2.90	4.11	6.31	1.80	2.87	0.00	2.19	2.52	1.77	2.36	2.92	1.15	1.94	2.39	3.39
1.38	3.12	3.29	3.74	5.26	4.50	4.86	4.70	5.26	5.35	4.08	5.52	5.63	5.40	4.89	5.19	3.19	4.40	6.61	1.13	2.20	0.29	0.00	2.81	2.07	2.65	3.21	1.44	2.23	2.68	2.72
2.40	2.80	2.01	2.55	3.99	3.23	4.58	4.42	4.97	4.72	2.90	4.33	4.44	4.12	3.62	3.92	1.91	3.12	5.33	2.15	2.28	1.31	1.02	0.00	0.79	1.37	2.12	2.46	3.25	1.72	2.42
3.15	2.01	1.22	1.76	3.19	2.43	3.79	3.62	4.18	3.92	2.10	3.54	3.65	3.33	2.82	3.12	1.12	2.33	4.54	2.90	1.52	2.06	1.76	0.74	0.00	0.58	2.63	3.21	3.55	2.47	1.62
4.43	1.43	2.07	1.18	2.62	1.85	3.21	3.04	3.60	3.34	1.52	2.96	3.07	2.75	2.91	3.21	1.38	2.42	3.96	4.06	2.70	3.34	3.09	2.07	2.87	0.00	2.05	2.98	2.97	2.18	2.80
4.10	0.86	2.84	2.01	4.34	4.01	2.64	2.48	3.03	3.12	2.35	3.51	3.49	4.26	4.44	4.74	2.74	3.95	4.54	3.73	3.14	3.01	3.24	2.36	2.95	2.26	0.00	2.42	2.41	2.24	3.24
1.81	2.48	3.69	2.97	5.67	4.91	4.22	4.06	4.62	4.71	3.32	4.75	4.86	5.81	5.30	5.60	3.59	4.81	6.12	2.52	3.59	1.82	2.89	3.22	2.48	3.06	2.45	0.00	1.59	1.92	4.10
2.43	2.46	4.12	3.40	5.90	5.33	4.20	4.04	4.59	4.68	3.74	5.06	5.05	5.82	5.72	6.02	4.02	5.23	6.10	2.96	4.03	2.24	3.31	3.64	2.90	3.48	2.87	0.62	0.00	2.34	4.52
2.38	2.72	1.93	2.47	3.91	3.14	4.50	4.33	4.89	4.64	2.81	4.25	4.36	4.04	3.53	3.83	1.83	3.04	5.25	2.13	2.13	1.29	1.00	1.45	0.71	1.29	2.17	2.44	3.23	0.00	2.33
3.49	3.40	2.50	3.15	4.56	3.89	5.18	5.02	5.57	5.32	3.50	4.93	5.04	4.72	3.72	4.02	2.02	3.23	5.50	3.24	0.98	2.40	2.10	2.51	1.76	2.34	3.09	3.55	4.34	2.69	0.00
